qhcluster,qhnumber,qhhome,ps109_1r,ps109_1a,ps109_1m,ps109_1s,ps7,hvidx,hhid
50,21,1,si,2.0,1.0,,2,4,      005002101
50,22,1,si,1.0,1.0,,1,3,      005002201
50,23,1,si,2.0,1.0,,1,6,      005002301
50,23,1,si,2.0,1.0,,2,7,      005002301
50,23,1,si,1.0,1.0,,3,8,      005002301
50,23,1,si,2.0,1.0,,4,9,      005002301
50,23,1,si,1.0,1.0,,5,10,      005002301
50,23,1,si,0.0,1.0,,6,11,      005002301
50,24,1,si,1.0,1.0,,1,4,      005002401
50,24,1,si,1.0,1.0,,2,5,      005002401
50,26,1,si,1.0,1.0,,1,3,      005002601
50,28,1,si,1.0,1.0,,1,3,      005002801
51,21,1,si,2.0,0.0,,1,3,      005102101
51,21,1,si,2.0,0.0,,2,4,      005102101
51,21,1,si,2.0,0.0,,3,5,      005102101
51,24,1,si,2.0,0.0,,1,6,      005102401
51,24,1,si,1.0,0.0,,2,7,      005102401
51,25,1,no,,,,1,3,      005102501
51,54,1,no,,,,1,4,      005105401
51,56,1,si,2.0,0.0,,1,3,      005105601
51,58,1,si,2.0,0.0,,1,5,      005105801
51,60,1,si,2.0,0.0,,1,3,      005106001
51,60,1,si,2.0,0.0,,2,4,      005106001
52,3,1,no,,,,1,4,      005200301
52,3,1,no,,,,2,5,      005200301
52,8,1,no,,,,1,3,      005200801
52,12,1,no,,,,1,3,      005201201
52,12,1,no,,,,2,4,      005201201
52,39,1,no,,,,1,4,      005203901
52,39,1,no,,,,2,5,      005203901
52,45,1,no,,,,1,5,      005204501
52,67,1,no,,,,1,4,      005206701
52,74,1,no,,,,1,5,      005207401
53,9,1,si,2.0,2.0,,1,4,      005300901
53,10,1,si,2.0,2.0,,1,5,      005301001
53,24,1,si,1.0,2.0,,1,3,      005302401
53,34,1,si,0.0,2.0,,1,3,      005303401
53,53,1,si,1.0,2.0,,1,2,      005305301
53,60,1,si,2.0,2.0,,1,4,      005306001
53,60,1,si,0.0,2.0,,2,5,      005306001
53,70,1,si,0.0,2.0,,1,7,      005307001
53,71,1,si,2.0,1.0,,1,4,      005307101
53,71,1,si,0.0,1.0,,2,5,      005307101
53,86,1,si,2.0,2.0,,1,4,      005308601
53,86,1,si,2.0,2.0,,2,5,      005308601
53,91,1,si,1.0,2.0,,1,2,      005309101
53,92,1,si,2.0,2.0,,1,3,      005309201
54,11,1,si,0.0,2.0,,1,3,      005401101
54,22,1,si,0.0,2.0,,1,3,      005402201
54,22,1,si,2.0,2.0,,2,4,      005402201
54,75,1,si,2.0,2.0,,1,4,      005407501
54,82,1,si,0.0,2.0,,1,4,      005408201
54,88,1,si,2.0,2.0,,1,6,      005408801
54,90,1,si,2.0,2.0,,1,4,      005409001
54,101,1,si,1.0,2.0,,1,3,      005410101
54,127,1,si,2.0,1.0,,1,3,      005412701
55,5,1,no,,,,1,2,      005500501
55,22,1,no,,,,1,4,      005502201
55,22,1,no,,,,2,5,      005502201
55,26,1,si,1.0,0.0,,1,4,      005502601
55,62,1,no,,,,1,3,      005506201
55,62,1,no,,,,2,4,      005506201
55,64,1,no,,,,1,4,      005506401
55,65,1,no,,,,1,4,      005506501
56,28,1,si,2.0,3.0,,1,3,      005602801
56,28,1,si,2.0,3.0,,2,4,      005602801
56,29,1,si,2.0,3.0,,1,3,      005602901
56,31,1,si,2.0,3.0,,1,5,      005603101
56,33,1,si,2.0,2.0,,1,3,      005603301
56,33,1,si,1.0,2.0,,2,4,      005603301
56,34,1,si,2.0,1.0,,1,4,      005603401
56,41,1,si,2.0,3.0,,1,6,      005604101
56,42,1,si,2.0,3.0,,1,3,      005604201
56,43,1,si,2.0,3.0,,1,4,      005604301
56,44,1,si,2.0,3.0,,1,3,      005604401
56,45,1,si,2.0,3.0,,1,4,      005604501
57,2,1,si,2.0,0.0,,1,3,      005700201
57,2,1,si,2.0,0.0,,2,4,      005700201
57,16,1,si,2.0,0.0,,1,4,      005701601
57,17,1,si,2.0,0.0,,1,4,      005701701
57,52,1,si,2.0,0.0,,1,4,      005705201
57,52,1,si,2.0,0.0,,2,5,      005705201
57,53,1,si,2.0,0.0,,1,4,      005705301
57,54,1,si,2.0,0.0,,1,4,      005705401
57,54,1,si,2.0,0.0,,2,5,      005705401
58,8,1,si,2.0,1.0,,1,3,      005800801
58,8,1,si,2.0,1.0,,2,4,      005800801
58,21,1,si,1.0,1.0,,1,6,      005802101
58,21,1,si,1.0,1.0,,2,7,      005802101
58,24,1,si,2.0,1.0,,1,3,      005802401
58,24,1,si,2.0,1.0,,2,7,      005802401
58,25,1,si,0.0,1.0,,1,6,      005802501
58,64,1,si,0.0,1.0,,1,3,      005806401
58,64,1,no,,,,2,4,      005806401
58,65,1,no,,,,1,3,      005806501
58,68,1,no,,,,1,3,      005806801
59,46,1,si,2.0,3.0,,1,3,      005904601
59,46,1,si,2.0,3.0,,2,4,      005904601
59,48,1,si,2.0,3.0,,1,4,      005904801
59,48,1,si,2.0,3.0,,2,5,      005904801
59,48,1,si,2.0,3.0,,3,6,      005904801
59,91,1,si,2.0,3.0,,1,4,      005909101
59,91,1,si,1.0,3.0,,2,5,      005909101
59,91,1,si,2.0,3.0,,3,6,      005909101
59,92,1,si,2.0,3.0,,1,6,      005909201
59,93,1,si,2.0,3.0,,1,3,      005909301
59,94,1,si,2.0,3.0,,1,3,      005909401
59,117,1,si,2.0,3.0,,1,5,      005911701
59,117,1,si,2.0,3.0,,2,6,      005911701
59,117,1,si,0.0,3.0,,3,7,      005911701
59,118,1,si,2.0,3.0,,1,3,      005911801
59,119,1,si,2.0,3.0,,1,4,      005911901
59,119,1,si,2.0,3.0,,2,5,      005911901
60,9,1,si,1.0,4.0,,1,2,      006000901
60,10,1,si,2.0,4.0,,1,3,      006001001
60,10,1,si,2.0,4.0,,2,5,      006001001
60,10,1,si,2.0,4.0,,3,6,      006001001
60,11,1,si,2.0,4.0,,1,4,      006001101
60,11,1,si,2.0,4.0,,2,5,      006001101
60,11,1,si,2.0,4.0,,3,6,      006001101
60,11,1,si,2.0,4.0,,4,7,      006001101
60,12,1,si,2.0,4.0,,1,5,      006001201
60,12,1,si,2.0,4.0,,2,6,      006001201
60,12,1,si,0.0,4.0,,3,7,      006001201
60,14,1,si,2.0,4.0,,1,4,      006001401
60,14,1,si,2.0,4.0,,2,5,      006001401
60,14,1,si,0.0,4.0,,3,6,      006001401
60,16,1,si,2.0,4.0,,1,3,      006001601
60,16,1,si,2.0,4.0,,2,4,      006001601
60,17,1,si,2.0,4.0,,1,4,      006001701
60,17,1,si,2.0,4.0,,2,5,      006001701
60,17,1,si,2.0,4.0,,3,6,      006001701
60,18,1,si,2.0,4.0,,1,5,      006001801
60,18,1,si,2.0,4.0,,2,6,      006001801
60,49,1,si,2.0,4.0,,1,3,      006004901
60,49,1,si,2.0,4.0,,2,4,      006004901
60,50,1,si,0.0,4.0,,1,3,      006005001
61,20,1,no,,,,1,3,      006102001
61,31,1,no,,,,1,5,      006103101
61,62,1,no,,,,1,5,      006106201
61,62,1,no,,,,2,8,      006106201
61,77,1,no,,,,1,3,      006107701
61,106,1,no,,,,1,3,      006110601
61,106,1,no,,,,2,4,      006110601
61,110,1,no,,,,1,3,      006111001
62,57,1,no,,,,1,4,      006205701
62,58,1,si,1.0,1.0,,1,6,      006205801
62,58,1,si,1.0,1.0,,2,7,      006205801
62,108,1,no,,,,1,3,      006210801
63,10,1,no,,,,1,6,      006301001
63,10,1,si,0.0,0.0,,2,7,      006301001
63,21,1,no,,,,1,3,      006302101
63,107,1,no,,,,1,4,      006310701
64,11,1,si,1.0,0.0,,1,3,      006401101
64,16,1,no,,,,1,4,      006401601
64,16,1,no,,,,2,5,      006401601
65,14,1,no,,,,1,6,      006501401
65,63,1,no,,,,1,4,      006506301
65,105,1,no,,,,1,4,      006510501
65,132,2,no,,,,1,6,      006513202
65,132,2,si,0.0,0.0,,2,7,      006513202
66,8,1,no,,,,1,4,      006600801
66,58,1,si,1.0,2.0,,1,4,      006605801
66,58,1,no,,,,2,5,      006605801
66,69,1,no,,,,1,2,      006606901
66,78,1,no,,,,1,4,      006607801
67,61,1,no,,,,1,5,      006706101
67,102,1,no,,,,1,3,      006710201
67,102,1,no,,,,2,4,      006710201
67,130,1,si,1.0,0.0,,1,4,      006713001
68,1,1,no,,,,1,5,      006800101
68,70,1,no,,,,1,4,      006807001
68,76,1,no,,,,1,4,      006807601
68,92,1,9,no sabe,,,1,7,      006809201
68,92,1,si,1.0,1.0,,2,11,      006809201
68,92,1,9,no sabe,,,3,14,      006809201
68,119,1,si,1.0,0.0,,1,5,      006811901
68,119,1,si,1.0,1.0,,2,6,      006811901
69,115,1,no,,,,1,3,      006911501
69,140,1,no,,,,1,4,      006914001
69,145,1,si,2.0,2.0,,1,11,      006914501
70,36,1,no,,,,1,4,      007003601
70,36,1,no,,,,2,5,      007003601
70,37,1,no,,,,1,5,      007003701
70,50,1,no,,,,1,4,      007005001
70,50,1,no,,,,2,5,      007005001
70,94,1,no,,,,1,7,      007009401
70,120,2,no,,,,1,3,      007012002
70,141,1,no,,,,1,6,      007014101
71,71,1,no,,,,1,5,      007107101
71,114,1,si,1.0,1.0,,1,4,      007111401
72,13,1,no,,,,1,3,      007201301
72,13,1,no,,,,2,4,      007201301
72,22,1,si,1.0,0.0,,1,3,      007202201
72,22,1,si,1.0,0.0,,2,4,      007202201
72,37,1,no,,,,1,2,      007203701
72,118,1,si,1.0,0.0,,1,3,      007211801
73,55,1,no,,,,1,3,      007305501
73,176,1,no,,,,1,6,      007317601
74,32,1,no,,,,1,2,      007403201
74,32,1,no,,,,2,3,      007403201
74,53,1,si,0.0,2.0,,1,5,      007405301
74,79,1,no,,,,1,6,      007407901
74,95,1,no,,,,1,4,      007409501
74,98,1,no,,,,1,3,      007409801
75,71,1,si,0.0,1.0,,1,8,      007507101
75,106,1,no,,,,1,4,      007510601
75,106,1,no,,,,2,5,      007510601
75,118,1,no,,,,1,3,      007511801
75,124,1,no,,,,1,5,      007512401
75,129,1,si,1.0,0.0,,1,5,      007512901
76,23,1,si,2.0,1.0,,1,6,      007602301
76,94,1,si,1.0,1.0,,1,3,      007609401
76,94,1,si,0.0,1.0,,2,4,      007609401
76,94,1,9,99.0,99.0,,3,5,      007609401
76,101,1,si,2.0,1.0,,1,4,      007610101
76,130,1,no,,,,1,5,      007613001
77,31,1,si,3.0,0.0,,1,3,      007703101
77,31,1,si,3.0,0.0,,2,4,      007703101
77,31,1,si,3.0,0.0,,3,5,      007703101
77,32,1,si,1.0,4.0,,1,8,      007703201
77,55,1,no,,,,1,4,      007705501
77,57,1,no,,,,1,5,      007705701
77,57,2,no,,,,1,3,      007705702
77,58,1,no,,,,1,4,      007705801
77,62,1,no,,,,1,3,      007706201
77,62,1,si,0.0,4.0,,2,4,      007706201
78,80,1,si,3.0,0.0,,1,6,      007808001
78,80,1,si,0.0,3.0,,2,7,      007808001
78,83,1,si,2.0,0.0,,1,4,      007808301
78,83,1,si,2.0,0.0,,2,5,      007808301
78,92,1,no,,,,1,3,      007809201
78,92,1,no,,,,2,4,      007809201
78,119,2,si,2.0,0.0,,1,3,      007811902
79,94,1,no,,,,1,3,      007909401
79,135,1,no,,,,1,4,      007913501
79,135,1,no,,,,2,5,      007913501
80,86,1,no,,,,1,7,      008008601
80,91,1,no,,,,1,3,      008009101
81,81,1,ns,,,,1,6,      008108101
81,93,1,si,1.0,2.0,,1,3,      008109301
81,93,1,si,0.0,2.0,,2,4,      008109301
81,98,1,si,1.0,0.0,,1,5,      008109801
82,14,1,9,99.0,99.0,,1,3,      008201401
82,41,1,si,1.0,3.0,,1,2,      008204101
82,59,1,si,1.0,1.0,,1,2,      008205901
83,35,1,no,,,,1,2,      008303501
83,35,1,no,,,,2,3,      008303501
83,39,1,si,0.0,0.0,,1,3,      008303901
83,91,1,no,,,,1,4,      008309101
83,95,1,si,1.0,1.0,,1,3,      008309501
83,95,1,no,,,,2,4,      008309501
84,31,1,no,,,,1,2,      008403101
84,49,1,no,,,,1,2,      008404901
84,49,1,no,,,,2,3,      008404901
84,93,1,no,,,,1,2,      008409301
84,99,1,no,,,,1,3,      008409901
84,108,1,si,1.0,2.0,,1,4,      008410801
85,52,1,si,1.0,0.0,,1,3,      008505201
85,56,1,si,1.0,0.0,,1,3,      008505601
85,56,1,si,1.0,0.0,,2,4,      008505601
85,88,1,no,,,,1,3,      008508801
86,32,1,no,,,,1,5,      008603201
86,43,1,si,2.0,0.0,,1,4,      008604301
86,48,1,si,2.0,2.0,,1,3,      008604801
86,83,1,no,,,,1,4,      008608301
86,83,2,si,2.0,1.0,,1,3,      008608302
86,83,3,si,2.0,0.0,,1,3,      008608303
86,83,3,si,1.0,0.0,,2,4,      008608303
86,101,1,si,2.0,0.0,,1,2,      008610101
87,4,1,si,1.0,2.0,,1,3,      008700401
87,16,1,si,0.0,3.0,,1,3,      008701601
87,36,1,si,1.0,2.0,,1,4,      008703601
87,86,1,si,2.0,3.0,,1,6,      008708601
87,86,1,si,0.0,3.0,,2,8,      008708601
87,91,1,si,0.0,2.0,,1,4,      008709101
88,19,1,si,3.0,1.0,,1,3,      008801901
88,19,1,si,0.0,1.0,,2,4,      008801901
88,28,1,si,3.0,3.0,,1,3,      008802801
88,28,1,si,3.0,3.0,,2,4,      008802801
88,28,1,si,1.0,3.0,,3,5,      008802801
88,29,1,si,1.0,3.0,,1,6,      008802901
88,29,1,si,1.0,3.0,,2,8,      008802901
88,29,1,si,1.0,3.0,,3,9,      008802901
88,80,1,si,1.0,4.0,,1,4,      008808001
88,80,1,si,3.0,5.0,,2,6,      008808001
88,110,1,si,1.0,1.0,,1,5,      008811001
88,129,1,si,3.0,4.0,,1,3,      008812901
88,141,1,si,3.0,4.0,,1,4,      008814101
89,35,1,ns,,,,1,3,      008903501
89,35,1,ns,,,,2,4,      008903501
89,55,1,si,3.0,1.0,,1,4,      008905501
89,55,1,si,3.0,1.0,,2,5,      008905501
89,55,1,si,1.0,1.0,,3,6,      008905501
89,95,1,si,2.0,0.0,,1,3,      008909501
89,108,1,si,0.0,1.0,,1,4,      008910801
90,22,1,si,0.0,3.0,,1,4,      009002201
90,22,1,si,0.0,3.0,,2,5,      009002201
90,55,1,si,0.0,2.0,,1,5,      009005501
90,59,1,si,0.0,3.0,,1,3,      009005901
90,87,1,si,1.0,3.0,,1,3,      009008701
90,97,1,si,0.0,3.0,,1,5,      009009701
90,98,1,si,0.0,2.0,,1,3,      009009801
91,13,1,si,1.0,3.0,,1,4,      009101301
91,13,1,si,0.0,3.0,,2,5,      009101301
91,111,1,si,1.0,3.0,,1,2,      009111101
91,111,1,si,1.0,3.0,,2,3,      009111101
91,111,1,si,1.0,3.0,,3,4,      009111101
92,12,1,si,1.0,3.0,,1,3,      009201201
92,12,1,si,1.0,3.0,,2,4,      009201201
92,42,1,si,1.0,1.0,,1,2,      009204201
92,42,1,si,0.0,1.0,,2,3,      009204201
92,56,1,si,0.0,0.0,,1,6,      009205601
92,86,1,si,2.0,1.0,,1,3,      009208601
92,86,1,si,2.0,1.0,,2,4,      009208601
92,86,1,si,0.0,1.0,,3,5,      009208601
92,94,1,si,1.0,1.0,,1,4,      009209401
92,94,1,si,0.0,1.0,,2,5,      009209401
92,94,1,si,0.0,1.0,,3,6,      009209401
93,106,1,si,1.0,0.0,,1,5,      009310601
94,28,1,si,2.0,2.0,,1,4,      009402801
94,79,1,si,1.0,2.0,,1,4,      009407901
94,87,1,si,0.0,0.0,,1,4,      009408701
94,94,1,si,2.0,2.0,,1,3,      009409401
94,94,1,si,0.0,2.0,,2,5,      009409401
94,116,1,si,1.0,2.0,,1,2,      009411601
95,3,1,no,,,,1,4,      009500301
95,35,1,si,1.0,5.0,,1,4,      009503501
95,35,1,no,,,,2,5,      009503501
95,65,1,si,1.0,5.0,,1,3,      009506501
95,65,1,si,1.0,5.0,,2,4,      009506501
95,69,1,si,0.0,5.0,,1,3,      009506901
96,28,1,si,1.0,0.0,,1,3,      009602801
96,28,1,si,1.0,0.0,,2,4,      009602801
96,30,1,no,,,,1,6,      009603001
96,58,1,si,1.0,0.0,,1,3,      009605801
96,59,1,ns,,,,1,4,      009605901
97,2,1,si,1.0,0.0,,1,3,      009700201
97,2,1,si,0.0,1.0,,2,4,      009700201
97,4,1,si,1.0,0.0,,1,4,      009700401
97,4,1,si,1.0,0.0,,2,5,      009700401
97,16,1,si,1.0,0.0,,1,4,      009701601
97,18,1,si,1.0,1.0,,1,4,      009701801
97,18,1,si,1.0,1.0,,2,5,      009701801
97,19,1,si,1.0,0.0,,1,2,      009701901
97,26,1,si,2.0,0.0,,1,3,      009702601
97,33,1,si,2.0,0.0,,1,2,      009703301
97,33,1,si,2.0,0.0,,2,3,      009703301
97,33,1,si,1.0,0.0,,3,4,      009703301
97,33,1,si,0.0,0.0,,4,5,      009703301
97,34,1,si,1.0,0.0,,1,3,      009703401
97,34,1,si,0.0,0.0,,2,4,      009703401
97,55,1,si,0.0,0.0,,1,3,      009705501
97,55,1,si,0.0,0.0,,2,5,      009705501
97,58,1,si,1.0,0.0,,1,2,      009705801
98,13,1,no,,,,1,2,      009801301
98,16,1,no,,,,1,3,      009801601
98,16,1,no,,,,2,4,      009801601
98,16,1,no,,,,3,5,      009801601
98,17,1,no,,,,1,3,      009801701
98,34,1,no,,,,1,4,      009803401
98,34,1,no,,,,2,5,      009803401
98,43,1,no,,,,1,5,      009804301
98,50,1,no,,,,1,3,      009805001
98,77,1,no,,,,1,3,      009807701
98,77,1,no,,,,2,4,      009807701
99,6,1,si,1.0,0.0,,1,6,      009900601
99,6,1,si,1.0,0.0,,2,7,      009900601
99,6,1,si,0.0,0.0,,3,8,      009900601
99,8,1,si,0.0,0.0,,1,3,      009900801
99,9,1,si,0.0,0.0,,1,3,      009900901
99,9,1,si,0.0,0.0,,2,4,      009900901
99,47,1,si,1.0,0.0,,1,3,      009904701
99,47,1,si,1.0,0.0,,2,4,      009904701
99,48,1,si,1.0,0.0,,1,5,      009904801
99,48,1,si,1.0,0.0,,2,6,      009904801
99,48,1,si,1.0,0.0,,3,7,      009904801
99,49,1,si,1.0,0.0,,1,4,      009904901
99,51,1,si,1.0,0.0,,1,3,      009905101
99,51,1,si,1.0,0.0,,2,4,      009905101
99,54,1,si,0.0,0.0,,1,4,      009905401
99,55,1,si,1.0,0.0,,1,3,      009905501
99,55,1,si,1.0,0.0,,2,4,      009905501
100,13,1,si,2.0,1.0,,1,3,      010001301
100,14,1,si,2.0,1.0,,1,3,      010001401
100,15,1,si,2.0,0.0,,1,3,      010001501
100,22,1,si,2.0,0.0,,1,4,      010002201
100,23,1,si,1.0,0.0,,1,3,      010002301
100,24,1,si,2.0,0.0,,1,5,      010002401
100,87,1,si,2.0,2.0,,1,3,      010008701
100,90,1,no,,,,1,3,      010009001
100,91,1,si,2.0,0.0,,1,8,      010009101
100,91,1,si,2.0,0.0,,2,9,      010009101
101,23,1,si,1.0,3.0,,1,6,      010102301
101,23,1,si,1.0,3.0,,2,7,      010102301
101,25,1,si,0.0,3.0,,1,3,      010102501
101,25,1,si,0.0,3.0,,2,4,      010102501
101,25,1,si,2.0,0.0,,3,5,      010102501
101,43,1,si,1.0,2.0,,1,4,      010104301
101,44,1,si,3.0,3.0,,1,3,      010104401
101,44,1,si,0.0,3.0,,2,4,      010104401
101,45,1,si,3.0,2.0,,1,5,      010104501
101,46,1,si,2.0,4.0,,1,3,      010104601
101,64,1,si,3.0,4.0,,1,3,      010106401
102,12,1,si,2.0,1.0,,1,3,      010201201
102,14,1,si,2.0,3.0,,1,3,      010201401
102,14,1,si,1.0,3.0,,2,4,      010201401
102,16,1,si,1.0,4.0,,1,3,      010201601
102,58,1,si,3.0,2.0,,1,2,      010205801
102,58,1,si,3.0,2.0,,2,3,      010205801
102,58,1,si,2.0,2.0,,3,4,      010205801
102,60,1,si,2.0,3.0,,1,3,      010206001
103,39,1,si,1.0,0.0,,1,3,      010303901
103,42,1,si,2.0,2.0,,1,3,      010304201
103,42,1,si,2.0,2.0,,2,4,      010304201
103,42,1,si,1.0,0.0,,3,5,      010304201
103,53,1,si,2.0,2.0,,1,3,      010305301
103,53,1,si,2.0,2.0,,2,4,      010305301
103,53,1,si,0.0,2.0,,3,5,      010305301
103,54,1,si,4.0,0.0,,1,4,      010305401
103,54,1,si,0.0,1.0,,2,5,      010305401
103,61,1,si,2.0,1.0,,1,5,      010306101
103,61,1,si,2.0,1.0,,2,6,      010306101
103,62,1,si,2.0,2.0,,1,4,      010306201
103,63,1,si,0.0,0.0,,1,3,      010306301
103,64,1,si,2.0,2.0,,1,3,      010306401
103,64,1,si,2.0,2.0,,2,5,      010306401
103,65,1,si,2.0,1.0,,1,3,      010306501
104,1,1,si,2.0,0.0,,1,4,      010400101
104,1,1,si,2.0,0.0,,2,5,      010400101
104,3,1,si,3.0,0.0,,1,3,      010400301
104,4,1,si,3.0,0.0,,1,3,      010400401
104,4,1,si,3.0,0.0,,2,4,      010400401
104,4,1,no,,,,3,5,      010400401
104,5,1,si,2.0,0.0,,1,3,      010400501
104,5,1,si,2.0,0.0,,2,4,      010400501
104,6,1,si,3.0,0.0,,1,3,      010400601
104,6,1,si,3.0,0.0,,2,4,      010400601
104,12,1,si,3.0,0.0,,1,3,      010401201
104,20,1,si,3.0,0.0,,1,3,      010402001
104,23,1,si,2.0,0.0,,1,3,      010402301
104,23,1,si,2.0,0.0,,2,4,      010402301
104,39,1,si,3.0,0.0,,1,3,      010403901
105,17,1,si,1.0,3.0,,1,3,      010501701
105,20,1,si,0.0,3.0,,1,4,      010502001
105,110,1,si,0.0,3.0,,1,4,      010511001
105,110,1,si,1.0,3.0,,2,5,      010511001
105,111,1,si,0.0,3.0,,1,3,      010511101
105,111,1,si,1.0,0.0,,2,5,      010511101
106,3,1,si,4.0,2.0,,1,6,      010600301
106,4,1,si,1.0,0.0,,1,3,      010600401
106,13,1,si,1.0,1.0,,1,2,      010601301
106,20,1,si,1.0,1.0,,1,3,      010602001
106,20,1,si,1.0,1.0,,2,4,      010602001
107,9,1,si,2.0,0.0,,1,3,      010700901
107,11,2,si,1.0,0.0,,1,3,      010701102
107,12,2,si,1.0,0.0,,1,3,      010701202
107,12,2,si,1.0,0.0,,2,4,      010701202
107,13,1,si,2.0,0.0,,1,3,      010701301
107,15,1,si,2.0,0.0,,1,4,      010701501
107,31,1,no,,,,1,3,      010703101
107,32,1,si,2.0,0.0,,1,4,      010703201
107,35,1,si,1.0,0.0,,1,3,      010703501
108,30,1,si,0.0,1.0,,1,4,      010803001
108,32,1,si,1.0,0.0,,1,4,      010803201
108,32,1,si,1.0,0.0,,2,5,      010803201
108,32,1,no,,,,3,6,      010803201
108,44,1,si,1.0,0.0,,1,5,      010804401
108,44,1,si,1.0,0.0,,2,6,      010804401
108,44,1,no,,,,3,7,      010804401
108,45,1,si,2.0,1.0,,1,4,      010804501
108,46,1,no,,,,1,4,      010804601
108,47,1,no,,,,1,3,      010804701
108,68,1,si,1.0,0.0,,1,3,      010806801
108,68,1,si,1.0,0.0,,2,4,      010806801
108,68,1,no,,,,3,5,      010806801
108,69,1,si,2.0,0.0,,1,5,      010806901
108,69,1,si,1.0,0.0,,2,6,      010806901
108,70,1,si,1.0,0.0,,1,3,      010807001
108,70,1,no,,,,2,4,      010807001
109,26,1,si,3.0,3.0,,1,5,      010902601
109,26,1,si,3.0,3.0,,2,6,      010902601
109,27,1,si,3.0,3.0,,1,3,      010902701
109,27,1,si,1.0,2.0,,2,4,      010902701
109,27,1,si,1.0,2.0,,3,5,      010902701
109,30,1,si,3.0,3.0,,1,4,      010903001
109,30,1,si,0.0,3.0,,2,5,      010903001
109,62,1,si,3.0,2.0,,1,3,      010906201
109,62,1,si,1.0,2.0,,2,4,      010906201
109,65,1,si,3.0,3.0,,1,4,      010906501
109,66,1,si,2.0,4.0,,1,3,      010906601
109,73,1,si,0.0,3.0,,1,3,      010907301
109,74,1,si,3.0,3.0,,1,6,      010907401
109,75,1,si,3.0,3.0,,1,8,      010907501
109,76,1,si,3.0,4.0,,1,4,      010907601
109,76,1,si,2.0,4.0,,2,5,      010907601
110,58,1,si,2.0,0.0,,1,2,      011005801
110,58,1,si,2.0,0.0,,2,3,      011005801
110,58,1,si,2.0,0.0,,3,4,      011005801
110,59,1,si,2.0,0.0,,1,2,      011005901
110,59,1,si,2.0,0.0,,2,3,      011005901
110,62,1,no,,,,1,3,      011006201
110,63,1,si,2.0,1.0,,1,3,      011006301
110,63,1,no,,,,2,4,      011006301
110,64,1,si,1.0,0.0,,1,3,      011006401
110,65,1,si,2.0,0.0,,1,2,      011006501
110,69,1,si,1.0,0.0,,1,4,      011006901
110,70,1,si,2.0,0.0,,1,3,      011007001
110,70,1,si,2.0,0.0,,2,4,      011007001
110,70,1,si,1.0,0.0,,3,5,      011007001
110,71,1,si,2.0,0.0,,1,6,      011007101
110,71,1,si,1.0,0.0,,2,7,      011007101
110,71,1,si,1.0,0.0,,3,8,      011007101
110,73,1,si,1.0,0.0,,1,3,      011007301
110,73,1,si,1.0,0.0,,2,4,      011007301
111,29,1,si,2.0,0.0,,1,3,      011102901
111,83,1,si,1.0,0.0,,1,2,      011108301
111,85,1,si,1.0,0.0,,1,4,      011108501
111,86,1,si,1.0,0.0,,1,5,      011108601
111,87,1,si,1.0,0.0,,1,5,      011108701
111,103,1,si,2.0,0.0,,1,4,      011110301
111,104,1,si,1.0,0.0,,1,6,      011110401
111,106,1,si,1.0,0.0,,1,6,      011110601
111,107,1,si,3.0,0.0,,1,3,      011110701
111,107,1,si,1.0,0.0,,2,4,      011110701
112,6,1,si,2.0,0.0,,1,6,      011200601
112,7,1,si,1.0,0.0,,1,3,      011200701
112,10,1,si,2.0,0.0,,1,3,      011201001
112,10,1,si,2.0,0.0,,2,4,      011201001
112,10,1,si,1.0,0.0,,3,5,      011201001
112,12,1,si,2.0,0.0,,1,3,      011201201
112,12,1,si,2.0,0.0,,2,4,      011201201
112,14,1,si,2.0,0.0,,1,4,      011201401
112,14,1,no,,,,2,5,      011201401
112,91,1,si,2.0,0.0,,1,3,      011209101
112,91,1,si,1.0,0.0,,2,8,      011209101
112,91,1,no,,,,3,9,      011209101
112,92,1,si,1.0,0.0,,1,6,      011209201
112,92,1,si,1.0,0.0,,2,7,      011209201
112,92,1,si,1.0,0.0,,3,8,      011209201
112,94,1,si,2.0,0.0,,1,3,      011209401
113,11,1,si,1.0,1.0,,1,4,      011301101
113,12,1,si,1.0,1.0,,1,5,      011301201
113,14,1,si,2.0,2.0,,1,4,      011301401
113,14,1,si,0.0,2.0,,2,5,      011301401
113,15,1,si,2.0,1.0,,1,3,      011301501
113,15,1,si,2.0,1.0,,2,4,      011301501
113,27,1,si,2.0,1.0,,1,3,      011302701
113,27,1,si,2.0,1.0,,2,4,      011302701
113,27,1,si,2.0,1.0,,3,5,      011302701
113,27,1,si,2.0,1.0,,4,6,      011302701
113,27,1,si,0.0,1.0,,5,7,      011302701
113,28,1,si,2.0,2.0,,1,3,      011302801
113,28,1,si,2.0,2.0,,2,4,      011302801
113,28,1,si,2.0,2.0,,3,5,      011302801
113,28,1,si,1.0,2.0,,4,6,      011302801
113,30,1,si,0.0,1.0,,1,3,      011303001
113,32,1,si,2.0,1.0,,1,4,      011303201
113,32,1,si,2.0,1.0,,2,5,      011303201
113,33,1,si,2.0,1.0,,1,2,      011303301
113,36,1,si,2.0,1.0,,1,5,      011303601
113,36,1,si,2.0,1.0,,2,6,      011303601
113,36,1,si,2.0,1.0,,3,7,      011303601
113,36,1,si,1.0,1.0,,4,8,      011303601
114,5,1,no,,,,1,6,      011400501
114,9,1,si,2.0,0.0,,1,3,      011400901
