qhcluster,qhnumber,qhhome,ps109_1r,ps109_1a,ps109_1m,ps109_1s,ps7,hvidx,hhid
2221,33,1,si,1.0,5.0,,1,4,      222103301
2221,58,1,si,1.0,5.0,,1,4,      222105801
2221,76,1,si,0.0,4.0,,1,4,      222107601
2221,107,1,si,1.0,4.0,,1,3,      222110701
2222,4,1,si,2.0,5.0,,1,3,      222200401
2222,12,1,si,0.0,4.0,,1,6,      222201201
2222,31,1,si,1.0,0.0,,1,4,      222203101
2222,31,1,si,0.0,6.0,,2,5,      222203101
2222,62,1,si,2.0,6.0,,1,3,      222206201
2222,62,1,si,2.0,6.0,,2,4,      222206201
2222,69,1,no,,,,1,3,      222206901
2222,69,1,no,,,,2,4,      222206901
2223,3,1,si,0.0,4.0,,1,3,      222300301
2223,22,1,si,0.0,1.0,,1,3,      222302201
2223,44,1,no,,,,1,3,      222304401
2223,44,1,no,,,,2,5,      222304401
2223,79,1,si,3.0,0.0,,1,3,      222307901
2224,7,1,si,0.0,7.0,,1,3,      222400701
2224,29,1,si,1.0,0.0,,1,4,      222402901
2224,47,1,si,2.0,4.0,,1,3,      222404701
2224,47,1,si,0.0,6.0,,2,4,      222404701
2224,70,1,si,1.0,6.0,,1,3,      222407001
2224,88,1,si,1.0,7.0,,1,3,      222408801
2224,90,1,si,2.0,6.0,,1,3,      222409001
2225,1,1,si,1.0,5.0,,1,2,      222500101
2225,1,1,si,0.0,4.0,,2,3,      222500101
2225,21,1,no,,,,1,3,      222502101
2225,59,1,si,3.0,4.0,,1,4,      222505901
2225,59,1,si,2.0,4.0,,2,5,      222505901
2225,92,1,si,1.0,5.0,,1,4,      222509201
2225,104,1,si,1.0,5.0,,1,6,      222510401
2225,124,1,si,3.0,4.0,,1,6,      222512401
2226,82,1,si,0.0,4.0,,1,5,      222608201
2226,88,1,no,,,,1,3,      222608801
2226,88,1,si,0.0,6.0,,2,4,      222608801
2226,134,1,no,,,,1,7,      222613401
2227,32,1,no,,,,1,3,      222703201
2227,32,1,no,,,,2,4,      222703201
2227,32,1,no,,,,3,5,      222703201
2227,51,1,no,,,,1,6,      222705101
2228,17,1,si,1.0,2.0,,1,4,      222801701
2228,22,1,no,,,,1,4,      222802201
2229,17,1,si,0.0,7.0,,1,5,      222901701
2229,17,1,no,,,,2,6,      222901701
2229,37,1,si,0.0,8.0,,1,5,      222903701
2229,71,1,si,3.0,8.0,,1,5,      222907101
2229,85,1,si,2.0,7.0,,1,3,      222908501
2229,85,1,si,2.0,7.0,,2,4,      222908501
2229,94,1,si,2.0,7.0,,1,3,      222909401
2230,42,1,no,,,,1,8,      223004201
2231,17,1,no,,,,1,9,      223101701
2231,22,1,si,2.0,7.0,,1,6,      223102201
2231,22,1,si,1.0,8.0,,2,7,      223102201
2231,79,1,si,2.0,7.0,,1,3,      223107901
2231,79,1,si,2.0,7.0,,2,4,      223107901
2232,19,1,si,1.0,4.0,,1,3,      223201901
2232,19,1,si,1.0,4.0,,2,4,      223201901
2232,19,1,si,2.0,0.0,,3,5,      223201901
2232,24,1,si,1.0,7.0,,1,3,      223202401
2232,24,1,si,1.0,7.0,,2,4,      223202401
2232,24,1,si,0.0,7.0,,3,5,      223202401
2232,36,1,si,1.0,10.0,,1,5,      223203601
2232,56,1,si,4.0,7.0,,1,3,      223205601
2232,70,1,si,1.0,6.0,,1,3,      223207001
2233,16,1,si,1.0,5.0,,1,4,      223301601
2233,34,1,si,0.0,4.0,,1,2,      223303401
2233,43,1,no,,,,1,3,      223304301
2233,83,1,si,1.0,5.0,,1,3,      223308301
2233,83,1,si,1.0,5.0,,2,4,      223308301
2234,3,1,si,3.0,0.0,,1,3,      223400301
2234,10,1,no,,,,1,3,      223401001
2234,10,1,no,,,,2,4,      223401001
2234,60,1,si,0.0,9.0,,1,3,      223406001
2234,66,1,si,1.0,0.0,,1,3,      223406601
2234,67,1,no,,,,1,4,      223406701
2234,67,1,no,,,,2,5,      223406701
2235,15,1,si,1.0,5.0,,1,3,      223501501
2235,44,1,si,1.0,5.0,,1,3,      223504401
2235,52,1,si,2.0,5.0,,1,5,      223505201
2235,63,1,no,,,,1,6,      223506301
2235,88,1,si,1.0,5.0,,1,3,      223508801
2235,107,1,no,,,,1,3,      223510701
2235,118,1,si,1.0,4.0,,1,3,      223511801
2235,118,1,si,0.0,4.0,,2,4,      223511801
2235,146,1,si,2.0,5.0,,1,5,      223514601
2236,94,1,si,1.0,4.0,,1,6,      223609401
2237,11,1,si,2.0,5.0,,1,3,      223701101
2237,26,1,si,1.0,4.0,,1,7,      223702601
2237,78,1,si,2.0,5.0,,1,5,      223707801
2237,116,1,si,2.0,5.0,,1,4,      223711601
2238,10,1,si,1.0,0.0,,1,2,      223801001
2238,16,1,si,0.0,6.0,,1,3,      223801601
2238,16,1,si,0.0,6.0,,2,4,      223801601
2238,55,1,si,1.0,8.0,,1,3,      223805501
2238,58,1,si,1.0,0.0,,1,3,      223805801
2238,58,1,si,1.0,0.0,,2,4,      223805801
2238,68,1,si,0.0,6.0,,1,5,      223806801
2239,9,1,si,1.0,2.0,,1,3,      223900901
2239,36,1,si,1.0,3.0,,1,4,      223903601
2239,64,1,si,1.0,1.0,,1,3,      223906401
2239,84,1,si,1.0,5.0,,1,3,      223908401
2239,84,1,si,1.0,5.0,,2,4,      223908401
2239,136,1,si,0.0,4.0,,1,2,      223913601
2240,28,1,si,2.0,8.0,,1,4,      224002801
2240,83,1,si,1.0,6.0,,1,3,      224008301
2240,106,1,no,,,,1,3,      224010601
2240,126,1,si,0.0,7.0,,1,2,      224012601
2241,33,1,si,0.0,9.0,,1,4,      224103301
2241,81,1,no,,,,1,5,      224108101
2241,81,1,no,,,,2,8,      224108101
2241,97,1,si,0.0,7.0,,1,3,      224109701
2241,103,1,si,5.0,9.0,,1,4,      224110301
2241,103,1,si,3.0,9.0,,2,5,      224110301
2241,103,1,si,0.0,9.0,,3,6,      224110301
2242,3,1,si,0.0,3.0,,1,4,      224200301
2242,5,1,si,2.0,7.0,,1,4,      224200501
2242,5,1,si,2.0,7.0,,2,5,      224200501
2242,23,1,si,0.0,7.0,,1,3,      224202301
2242,23,1,si,0.0,7.0,,2,4,      224202301
2242,73,1,si,1.0,0.0,,1,3,      224207301
2243,4,1,si,1.0,6.0,,1,3,      224300401
2243,24,1,si,0.0,5.0,,1,5,      224302401
2243,39,1,si,1.0,5.0,,1,5,      224303901
2243,45,1,si,1.0,6.0,,1,3,      224304501
2244,7,1,si,0.0,5.0,,1,3,      224400701
2244,7,1,si,3.0,5.0,,2,5,      224400701
2244,7,1,si,5.0,5.0,,3,6,      224400701
2244,76,1,si,0.0,3.0,,1,3,      224407601
2244,76,1,si,2.0,3.0,,2,4,      224407601
2244,111,1,si,1.0,4.0,,1,4,      224411101
2245,1,1,si,1.0,5.0,,1,3,      224500101
2245,29,1,si,3.0,0.0,,1,4,      224502901
2245,29,1,si,0.0,5.0,,2,5,      224502901
2245,65,1,si,1.0,6.0,,1,3,      224506501
2245,65,1,si,0.0,5.0,,2,4,      224506501
2245,68,1,si,0.0,2.0,,1,5,      224506801
2245,88,1,si,1.0,5.0,,2,3,      224508801
2245,88,1,si,2.0,5.0,,1,5,      224508801
2245,103,1,si,2.0,5.0,,1,4,      224510301
2245,109,1,si,2.0,5.0,,1,4,      224510901
2246,15,1,si,1.0,6.0,,1,4,      224601501
2246,37,1,si,1.0,6.0,,1,3,      224603701
2246,37,1,si,1.0,6.0,,2,4,      224603701
2246,64,1,si,0.0,6.0,,1,3,      224606401
2246,176,1,si,4.0,7.0,,1,3,      224617601
2246,176,1,si,0.0,7.0,,2,4,      224617601
2247,37,1,si,1.0,6.0,,1,6,      224703701
2247,37,1,si,1.0,6.0,,2,7,      224703701
2247,47,1,si,1.0,6.0,,1,3,      224704701
2247,74,1,si,1.0,6.0,,1,3,      224707401
2247,74,1,si,1.0,6.0,,2,4,      224707401
2247,80,1,si,0.0,7.0,,1,3,      224708001
2247,80,1,si,0.0,7.0,,2,4,      224708001
2248,25,1,no,,,,1,4,      224802501
2248,29,1,si,0.0,4.0,,1,5,      224802901
2248,29,1,si,0.0,4.0,,2,6,      224802901
2248,130,1,no,,,,1,4,      224813001
2249,9,1,si,3.0,6.0,,1,5,      224900901
2249,9,1,si,1.0,6.0,,2,6,      224900901
2249,34,1,si,2.0,5.0,,1,7,      224903401
2249,34,1,si,2.0,5.0,,2,8,      224903401
2249,48,1,si,2.0,6.0,,1,2,      224904801
2249,48,1,si,2.0,6.0,,2,3,      224904801
2249,48,1,si,0.0,6.0,,3,4,      224904801
2250,24,1,si,2.0,6.0,,1,3,      225002401
2250,24,1,si,2.0,6.0,,2,4,      225002401
2250,67,1,si,0.0,6.0,,1,3,      225006701
2250,72,1,si,0.0,6.0,,1,3,      225007201
2250,73,1,si,2.0,6.0,,1,3,      225007301
2250,73,1,si,1.0,6.0,,2,4,      225007301
2250,85,1,si,1.0,6.0,,1,4,      225008501
2250,108,1,si,1.0,6.0,,1,3,      225010801
2250,153,1,si,1.0,6.0,,1,3,      225015301
2251,4,1,si,2.0,4.0,,1,5,      225100401
2251,4,1,si,2.0,4.0,,2,6,      225100401
2251,4,1,si,2.0,4.0,,3,7,      225100401
2251,23,1,si,1.0,4.0,,1,3,      225102301
2251,40,1,si,1.0,6.0,,1,5,      225104001
2251,40,1,si,0.0,6.0,,2,6,      225104001
2251,44,1,si,1.0,3.0,,1,4,      225104401
2251,77,1,si,1.0,5.0,,1,3,      225107701
2252,22,1,si,0.0,3.0,,1,4,      225202201
2252,24,1,ns,,,,1,3,      225202401
2252,25,1,no,,,,1,4,      225202501
2252,61,1,no,,,,1,3,      225206101
2252,62,1,si,1.0,6.0,,1,3,      225206201
2252,93,1,si,2.0,4.0,,1,3,      225209301
2252,93,1,si,2.0,4.0,,2,4,      225209301
2253,54,1,si,1.0,8.0,,1,4,      225305401
2253,79,1,no,,,,1,6,      225307901
2253,82,1,si,2.0,7.0,,1,3,      225308201
2253,82,1,si,1.0,7.0,,2,4,      225308201
2254,7,1,si,2.0,5.0,,1,3,      225400701
2254,7,1,si,2.0,5.0,,2,4,      225400701
2254,16,1,si,1.0,4.0,,1,3,      225401601
2254,21,1,si,0.0,2.0,,1,4,      225402101
2254,25,1,si,1.0,4.0,,1,3,      225402501
2254,61,1,si,2.0,4.0,,1,3,      225406101
2255,1,1,si,1.0,5.0,,1,3,      225500101
2255,1,1,si,1.0,5.0,,2,4,      225500101
2255,1,1,si,0.0,5.0,,3,5,      225500101
2255,23,1,si,1.0,6.0,,1,5,      225502301
2255,32,1,si,1.0,7.0,,1,4,      225503201
2255,43,1,si,1.0,7.0,,1,3,      225504301
2255,43,1,si,1.0,7.0,,2,4,      225504301
2255,46,1,si,1.0,6.0,,1,3,      225504601
2255,46,1,si,0.0,11.0,,2,4,      225504601
2255,46,1,si,0.0,11.0,,3,5,      225504601
2255,52,1,si,0.0,6.0,,1,2,      225505201
2255,77,1,si,1.0,6.0,,1,7,      225507701
2255,97,1,si,1.0,7.0,,1,3,      225509701
2256,8,1,si,0.0,6.0,,1,3,      225600801
2256,45,1,si,0.0,8.0,,1,3,      225604501
2256,46,1,si,1.0,6.0,,1,3,      225604601
2256,74,1,si,2.0,7.0,,1,3,      225607401
2256,75,1,si,0.0,7.0,,1,3,      225607501
2257,1,1,si,4.0,3.0,,1,3,      225700101
2257,1,1,si,3.0,3.0,,2,4,      225700101
2257,1,1,si,0.0,4.0,,3,5,      225700101
2257,2,1,si,1.0,4.0,,1,3,      225700201
2257,2,1,si,0.0,4.0,,2,4,      225700201
2257,32,1,si,2.0,3.0,,1,2,      225703201
2257,53,1,si,0.0,7.0,,1,3,      225705301
2257,57,1,si,1.0,1.0,,1,3,      225705701
2257,59,1,si,1.0,4.0,,1,3,      225705901
2257,59,1,si,0.0,4.0,,2,4,      225705901
2257,63,1,si,3.0,2.0,,1,3,      225706301
2258,7,1,si,0.0,0.0,,1,3,      225800701
2258,8,1,si,2.0,1.0,,1,3,      225800801
2258,85,1,si,2.0,4.0,,1,3,      225808501
2258,85,1,si,2.0,4.0,,2,4,      225808501
2258,85,1,si,0.0,4.0,,3,5,      225808501
2258,88,1,si,2.0,4.0,,1,2,      225808801
2258,110,1,si,1.0,4.0,,1,3,      225811001
2258,112,1,si,0.0,4.0,,1,3,      225811201
2258,114,1,si,2.0,3.0,,1,2,      225811401
2258,114,1,si,2.0,3.0,,2,3,      225811401
2259,13,1,si,2.0,5.0,,1,3,      225901301
2259,13,1,si,2.0,5.0,,2,4,      225901301
2259,15,1,si,0.0,6.0,,1,6,      225901501
2259,15,1,si,0.0,6.0,,2,7,      225901501
2259,15,1,si,2.0,6.0,,3,9,      225901501
2259,16,1,si,1.0,5.0,,1,5,      225901601
2259,16,1,si,2.0,5.0,,3,6,      225901601
2259,16,1,si,1.0,5.0,,2,7,      225901601
2259,17,1,no,,,,1,3,      225901701
2259,18,1,si,1.0,5.0,,1,4,      225901801
2259,20,1,si,1.0,5.0,,1,3,      225902001
2259,51,1,si,1.0,6.0,,1,5,      225905101
2259,52,1,si,1.0,5.0,,1,3,      225905201
2259,52,1,si,1.0,5.0,,2,4,      225905201
2259,52,1,si,1.0,5.0,,3,5,      225905201
2260,23,1,si,1.0,4.0,,1,4,      226002301
2260,24,1,si,0.0,5.0,,1,3,      226002401
2260,35,1,si,2.0,5.0,,1,4,      226003501
2260,35,1,si,2.0,5.0,,2,5,      226003501
2260,36,1,si,1.0,5.0,,1,3,      226003601
2260,38,1,si,1.0,6.0,,1,3,      226003801
2260,65,1,si,2.0,5.0,,1,6,      226006501
2260,65,1,si,2.0,5.0,,2,7,      226006501
2260,68,1,si,0.0,5.0,,1,5,      226006801
2261,1,1,si,2.0,5.0,,1,2,      226100101
2261,2,1,si,5.0,8.0,,1,4,      226100201
2261,2,1,si,1.0,8.0,,2,5,      226100201
2261,4,1,si,3.0,9.0,,1,4,      226100401
2261,24,1,si,2.0,8.0,,1,2,      226102401
2262,6,1,si,1.0,7.0,,1,5,      226200601
2262,8,1,si,0.0,6.0,,1,3,      226200801
2262,9,1,si,0.0,6.0,,1,4,      226200901
2262,9,1,si,0.0,6.0,,2,5,      226200901
2262,10,1,si,0.0,6.0,,1,4,      226201001
2262,42,1,si,2.0,7.0,,1,2,      226204201
2262,45,1,si,0.0,6.0,,1,3,      226204501
2262,45,1,si,0.0,6.0,,2,4,      226204501
2262,66,1,si,2.0,6.0,,1,5,      226206601
2263,6,1,si,1.0,5.0,,1,2,      226300601
2263,6,1,si,1.0,5.0,,2,3,      226300601
2263,6,1,si,1.0,5.0,,3,4,      226300601
2263,8,1,si,0.0,5.0,,1,3,      226300801
2263,10,1,si,1.0,5.0,,1,3,      226301001
2263,11,1,si,1.0,5.0,,2,3,      226301101
2263,11,1,si,1.0,5.0,,3,4,      226301101
2263,11,1,si,1.0,5.0,,1,6,      226301101
2263,14,1,no,,,,1,3,      226301401
2263,37,1,si,1.0,5.0,,2,3,      226303701
2263,37,1,si,1.0,5.0,,1,4,      226303701
2264,6,1,si,2.0,6.0,,1,3,      226400601
2264,9,1,si,0.0,5.0,,1,3,      226400901
2264,9,1,si,0.0,5.0,,2,4,      226400901
2264,10,1,si,2.0,6.0,,1,3,      226401001
2264,10,1,si,1.0,6.0,,2,4,      226401001
2264,21,1,no,,,,1,5,      226402101
2264,22,1,si,2.0,5.0,,1,5,      226402201
2264,23,1,si,1.0,5.0,,1,5,      226402301
2264,24,1,si,0.0,6.0,,1,6,      226402401
2264,25,1,si,0.0,5.0,,1,3,      226402501
2265,13,1,si,2.0,9.0,,1,3,      226501301
2265,13,1,si,1.0,9.0,,2,4,      226501301
2265,13,1,si,1.0,9.0,,3,5,      226501301
2265,14,1,si,1.0,7.0,,1,3,      226501401
2265,28,1,si,0.0,3.0,,1,2,      226502801
2265,118,1,si,1.0,7.0,,1,5,      226511801
2265,119,1,si,1.0,7.0,,1,2,      226511901
2265,120,1,si,2.0,8.0,,1,3,      226512001
2265,120,1,si,1.0,8.0,,2,4,      226512001
2265,121,1,si,2.0,7.0,,1,3,      226512101
2265,121,1,si,1.0,7.0,,2,4,      226512101
2266,17,1,si,1.0,3.0,,1,4,      226601701
2266,19,1,si,1.0,3.0,,1,3,      226601901
2266,19,1,no,,,,2,4,      226601901
2266,20,1,si,0.0,4.0,,1,4,      226602001
2266,33,1,si,1.0,5.0,,1,3,      226603301
2266,33,1,si,1.0,5.0,,2,4,      226603301
2266,33,1,si,1.0,5.0,,3,5,      226603301
2266,34,1,si,1.0,4.0,,1,4,      226603401
2266,34,1,si,1.0,4.0,,2,5,      226603401
2266,34,1,si,1.0,4.0,,3,6,      226603401
2266,35,1,si,1.0,5.0,,1,4,      226603501
2266,35,1,si,1.0,5.0,,2,6,      226603501
2266,76,1,si,3.0,5.0,,1,3,      226607601
2266,76,1,si,3.0,5.0,,2,4,      226607601
2266,76,1,si,0.0,5.0,,3,5,      226607601
2266,79,1,si,1.0,4.0,,1,5,      226607901
2266,80,1,si,1.0,4.0,,1,3,      226608001
2266,80,1,si,1.0,4.0,,2,4,      226608001
2267,2,1,no,,,,1,3,      226700201
2267,2,1,no,,,,2,4,      226700201
2267,31,1,no,,,,1,3,      226703101
2267,32,1,si,1.0,5.0,,1,2,      226703201
2267,35,1,si,1.0,7.0,,1,3,      226703501
2267,35,1,si,1.0,7.0,,2,4,      226703501
2267,42,1,si,1.0,8.0,,1,3,      226704201
2267,42,1,si,1.0,0.0,,2,5,      226704201
2267,43,1,si,1.0,4.0,,1,3,      226704301
2268,23,1,si,1.0,2.0,,1,3,      226802301
2268,25,1,no,,,,1,3,      226802501
2268,25,1,si,0.0,5.0,,2,4,      226802501
2268,26,1,si,1.0,2.0,,1,5,      226802601
2268,27,1,no,,,,1,2,      226802701
2268,27,1,no,,,,2,3,      226802701
2268,73,1,si,1.0,3.0,,1,5,      226807301
2268,74,1,si,3.0,5.0,,1,4,      226807401
2268,77,1,si,5.0,8.0,,1,3,      226807701
2269,7,1,si,2.0,6.0,,1,3,      226900701
2269,7,1,si,1.0,6.0,,2,4,      226900701
2269,8,1,si,0.0,5.0,,1,5,      226900801
2269,8,1,si,0.0,5.0,,2,6,      226900801
2269,9,1,si,2.0,4.0,,1,4,      226900901
2269,9,1,si,2.0,4.0,,2,5,      226900901
2269,49,1,si,0.0,5.0,,1,3,      226904901
2269,50,1,si,1.0,6.0,,1,2,      226905001
2269,51,1,si,1.0,5.0,,1,5,      226905101
2270,66,1,si,2.0,5.0,,1,3,      227006601
2270,66,1,si,2.0,5.0,,2,4,      227006601
2270,66,1,si,1.0,5.0,,3,5,      227006601
2270,69,1,si,2.0,6.0,,1,3,      227006901
2270,70,1,si,1.0,5.0,,1,4,      227007001
2270,70,1,si,0.0,5.0,,2,5,      227007001
2270,70,1,si,0.0,5.0,,3,6,      227007001
2271,17,1,si,1.0,8.0,,1,4,      227101701
2271,20,1,si,3.0,8.0,,1,4,      227102001
2271,20,1,si,1.0,8.0,,2,5,      227102001
2271,71,1,si,0.0,8.0,,1,3,      227107101
2271,72,1,si,1.0,4.0,,1,3,      227107201
2271,72,1,si,1.0,4.0,,2,4,      227107201
2271,73,1,si,5.0,8.0,,1,4,      227107301
2271,73,1,si,3.0,8.0,,2,5,      227107301
2271,73,1,si,3.0,8.0,,3,9,      227107301
2271,73,1,si,2.0,8.0,,4,10,      227107301
2271,73,1,si,1.0,8.0,,5,11,      227107301
2271,74,1,si,4.0,0.0,,1,3,      227107401
2271,74,1,si,4.0,0.0,,2,4,      227107401
2271,74,1,si,2.0,0.0,,3,5,      227107401
2271,74,1,si,1.0,0.0,,4,6,      227107401
2271,93,1,si,1.0,8.0,,1,4,      227109301
2271,93,1,si,1.0,8.0,,2,5,      227109301
2272,11,1,si,1.0,0.0,,1,4,      227201101
2272,52,1,si,0.0,6.0,,1,3,      227205201
2272,108,1,ns,,,,1,4,      227210801
2273,12,1,si,0.0,3.0,,1,6,      227301201
2273,12,1,si,0.0,3.0,,2,7,      227301201
2273,55,1,si,0.0,5.0,,1,2,      227305501
2273,85,1,si,no sabe,,,1,4,      227308501
2273,96,1,si,0.0,4.0,,1,3,      227309601
2273,96,1,si,0.0,4.0,,2,5,      227309601
2274,19,1,ns,,,,1,4,      227401901
2274,19,1,si,0.0,11.0,,2,5,      227401901
2274,19,1,si,0.0,11.0,,3,6,      227401901
2274,30,2,si,1.0,9.0,,1,3,      227403002
2274,57,1,si,0.0,3.0,,1,3,      227405701
2274,66,1,si,0.0,4.0,,1,4,      227406601
2274,66,1,si,0.0,4.0,,2,5,      227406601
2274,75,1,si,0.0,7.0,,1,3,      227407501
2274,75,1,si,0.0,7.0,,2,4,      227407501
2274,91,1,si,0.0,4.0,,1,5,      227409101
2274,93,1,si,0.0,8.0,,1,3,      227409301
2275,81,1,si,0.0,3.0,,1,6,      227508101
2275,81,1,si,0.0,3.0,,2,8,      227508101
2275,99,1,no,,,,1,3,      227509901
2275,99,1,si,0.0,4.0,,2,4,      227509901
2276,2,1,si,0.0,6.0,,1,4,      227600201
2277,48,1,si,0.0,8.0,,1,4,      227704801
2277,51,1,no,,,,1,5,      227705101
2277,51,1,no,,,,2,10,      227705101
2278,33,1,si,0.0,3.0,,1,4,      227803301
2278,68,1,si,0.0,4.0,,1,5,      227806801
2278,94,1,si,1.0,6.0,,1,4,      227809401
2278,134,1,si,0.0,3.0,,1,3,      227813401
2279,49,1,si,0.0,6.0,,1,3,      227904901
2281,39,1,no,,,,1,4,      228103901
2281,39,1,no,,,,2,5,      228103901
2281,50,1,si,0.0,2.0,,1,3,      228105001
2281,69,1,si,0.0,5.0,,1,2,      228106901
2281,69,1,si,0.0,5.0,,2,3,      228106901
2281,129,1,si,0.0,5.0,,1,5,      228112901
2281,134,1,si,0.0,4.0,,1,3,      228113401
2281,134,1,si,0.0,4.0,,2,4,      228113401
2282,123,1,si,0.0,2.0,,1,4,      228212301
2283,21,1,si,0.0,5.0,,1,6,      228302101
2283,21,1,si,0.0,5.0,,2,7,      228302101
2283,27,1,si,1.0,5.0,,1,4,      228302701
2283,27,1,si,1.0,5.0,,2,5,      228302701
2283,27,1,si,0.0,5.0,,3,6,      228302701
2283,62,1,no,,,,1,5,      228306201
2284,27,1,no,,,,1,6,      228402701
2284,50,1,si,1.0,7.0,,1,6,      228405001
2284,50,1,si,1.0,7.0,,2,10,      228405001
2284,87,1,no,,,,1,4,      228408701
2285,9,1,si,0.0,3.0,,1,3,      228500901
2285,37,1,no,,,,1,4,      228503701
2285,50,1,no,,,,1,3,      228505001
2285,90,2,si,0.0,2.0,,1,3,      228509002
2285,101,1,no,,,,1,3,      228510101
2286,36,1,no,,,,1,3,      228603601
2288,92,1,si,0.0,3.0,,1,3,      228809201
2289,7,1,si,0.0,5.0,,1,4,      228900701
2289,7,1,si,0.0,5.0,,2,5,      228900701
2289,23,1,si,0.0,3.0,,1,2,      228902301
2289,28,1,si,1.0,7.0,,1,3,      228902801
2289,28,1,si,1.0,7.0,,2,4,      228902801
2289,28,1,si,0.0,7.0,,3,5,      228902801
2289,30,1,si,0.0,5.0,,1,5,      228903001
2289,58,2,si,0.0,5.0,,1,3,      228905802
2289,58,2,si,0.0,5.0,,2,4,      228905802
2289,58,2,si,0.0,5.0,,3,6,      228905802
2289,79,1,si,0.0,6.0,,1,3,      228907901
2289,79,1,si,0.0,6.0,,2,4,      228907901
2289,79,2,no,,,,1,4,      228907902
2289,79,3,si,0.0,5.0,,1,4,      228907903
2289,79,3,si,0.0,5.0,,2,5,      228907903
2289,83,1,ns,,,,1,5,      228908301
2289,97,1,si,0.0,2.0,,1,3,      228909701
2289,97,1,si,0.0,2.0,,2,8,      228909701
2290,19,1,si,0.0,8.0,,1,2,      229001901
2290,19,1,si,0.0,8.0,,2,3,      229001901
2290,19,1,si,0.0,8.0,,3,4,      229001901
2290,50,1,si,0.0,8.0,,1,4,      229005001
2290,78,1,si,0.0,9.0,,1,3,      229007801
2290,78,1,si,0.0,9.0,,2,4,      229007801
2290,82,1,si,0.0,4.0,,1,4,      229008201
2290,121,1,no,,,,1,4,      229012101
2290,121,1,no,,,,2,7,      229012101
2290,128,1,no,,,,1,5,      229012801
2291,5,1,si,1.0,9.0,,1,4,      229100501
2291,18,1,si,1.0,7.0,,1,3,      229101801
2291,18,1,si,1.0,7.0,,2,5,      229101801
2291,19,1,si,0.0,9.0,,1,3,      229101901
2291,19,1,si,0.0,9.0,,2,4,      229101901
2292,21,1,si,0.0,4.0,,1,4,      229202101
2292,21,1,si,0.0,4.0,,2,5,      229202101
2292,21,1,si,0.0,4.0,,3,6,      229202101
2292,48,1,si,0.0,7.0,,1,4,      229204801
2292,91,1,si,no sabe,,,1,8,      229209101
2292,91,1,si,no sabe,,,2,9,      229209101
2292,125,1,no,,,,1,3,      229212501
2293,1,1,si,0.0,8.0,,1,4,      229300101
2293,45,1,si,0.0,5.0,,1,4,      229304501
2293,45,1,si,0.0,5.0,,2,5,      229304501
2293,50,1,si,0.0,5.0,,1,6,      229305001
2293,72,1,no,,,,1,3,      229307201
2293,78,1,si,0.0,5.0,,1,3,      229307801
2293,78,1,no,,,,2,4,      229307801
2293,78,1,si,0.0,5.0,,3,6,      229307801
2293,86,1,si,0.0,6.0,,1,4,      229308601
2293,97,1,si,0.0,6.0,,1,5,      229309701
2293,97,1,si,0.0,6.0,,2,6,      229309701
2293,97,1,no,,,,3,7,      229309701
2294,42,1,si,0.0,6.0,,1,3,      229404201
2294,42,1,si,0.0,6.0,,2,4,      229404201
2294,65,1,no,,,,1,5,      229406501
2294,95,1,si,0.0,5.0,,1,5,      229409501
2295,20,2,no,,,,1,3,      229502002
2295,20,2,no,,,,2,4,      229502002
2295,24,1,si,0.0,6.0,,1,2,      229502401
2295,33,1,si,0.0,6.0,,1,6,      229503301
2295,34,1,si,0.0,0.0,,1,5,      229503401
2295,34,1,si,0.0,0.0,,2,6,      229503401
2296,27,1,no,,,,1,3,      229602701
2296,27,1,no,,,,2,4,      229602701
2296,69,1,no,,,,1,6,      229606901
2296,99,1,si,0.0,5.0,,1,3,      229609901
2296,99,1,si,0.0,5.0,,2,4,      229609901
2297,9,1,si,0.0,1.0,,1,3,      229700901
2297,9,1,si,0.0,4.0,,2,4,      229700901
2297,24,1,si,0.0,2.0,,1,3,      229702401
2297,24,1,si,0.0,2.0,,2,4,      229702401
2297,24,2,si,0.0,2.0,,1,5,      229702402
2297,59,1,si,0.0,5.0,,1,4,      229705901
2297,101,1,no,,,,1,4,      229710101
2297,113,1,si,0.0,1.0,,1,3,      229711301
2298,6,1,si,0.0,8.0,,1,3,      229800601
2298,6,1,si,0.0,8.0,,2,4,      229800601
2298,12,1,si,0.0,7.0,,1,3,      229801201
2298,21,1,si,0.0,3.0,,1,3,      229802101
2298,44,1,si,0.0,2.0,,1,3,      229804401
2298,49,1,si,0.0,5.0,,1,3,      229804901
2298,74,1,si,0.0,7.0,,1,5,      229807401
2298,74,1,si,0.0,7.0,,2,7,      229807401
2298,88,1,si,0.0,6.0,,1,2,      229808801
2298,92,1,si,0.0,7.0,,1,2,      229809201
2299,20,1,si,0.0,6.0,,1,3,      229902001
2299,42,1,si,0.0,1.0,,1,4,      229904201
2300,19,1,si,1.0,0.0,,1,3,      230001901
2300,19,1,si,0.0,5.0,,2,4,      230001901
2300,46,2,si,0.0,5.0,,1,3,      230004602
2300,69,1,si,no sabe,,,1,5,      230006901
2300,77,1,si,2.0,6.0,,1,4,      230007701
2300,77,1,si,0.0,8.0,,2,5,      230007701
2300,100,1,no,,,,1,5,      230010001
2301,70,1,si,2.0,0.0,,1,2,      230107001
2301,76,1,si,3.0,0.0,,1,3,      230107601
2301,76,1,si,3.0,0.0,,2,4,      230107601
