qhcluster,qhnumber,qhhome,ps100_1a,ps100_1m,ps100_1s,ps3,hvidx,hhid
2961,103,1,1,0.0,,2,2,      296110301
2962,33,1,1,0.0,,1,1,      296203301
2963,100,1,1,2.0,,1,5,      296310001
2964,79,1,1,3.0,,1,1,      296407901
2964,84,1,3,0.0,si,1,1,      296408401
2964,84,1,3,0.0,,2,2,      296408401
2964,110,1,4,0.0,,1,1,      296411001
2966,53,2,2,0.0,si,1,1,      296605302
2966,53,2,2,0.0,,2,2,      296605302
2966,110,1,1,1.0,,1,1,      296611001
2968,88,1,1,0.0,,1,1,      296808801
2972,22,1,1,0.0,si,1,1,      297202201
2972,22,1,1,0.0,,2,2,      297202201
2972,121,1,0,10.0,,1,1,      297212101
2972,142,1,1,11.0,,1,5,      297214201
2974,145,1,0,6.0,,1,7,      297414501
2979,120,1,0,8.0,,1,1,      297912001
2981,32,1,0,8.0,no,1,2,      298103201
2987,10,1,1,0.0,no,1,1,      298701001
2988,11,1,2,1.0,,1,1,      298801101
2988,21,1,1,6.0,,1,5,      298802101
2989,20,1,2,0.0,,1,1,      298902001
2990,56,1,2,0.0,,1,1,      299005601
3015,76,1,0,9.0,,1,1,      301507601
3047,49,1,1,11.0,si,1,1,      304704901
3047,49,1,1,11.0,,2,2,      304704901
3048,10,1,0,3.0,si,1,1,      304801001
3048,10,1,0,8.0,,2,2,      304801001
3049,3,1,1,7.0,,1,1,      304900301
3049,21,1,1,7.0,no,1,2,      304902101
3050,23,1,1,0.0,no,1,1,      305002301
3050,29,1,1,10.0,,1,1,      305002901
3050,36,1,1,10.0,,1,1,      305003601
3050,48,1,0,4.0,no,1,1,      305004801
3058,91,1,0,3.0,,1,1,      305809101
3063,34,1,1,4.0,,1,1,      306303401
3066,61,1,0,11.0,,1,1,      306606101
3066,63,1,0,7.0,,1,1,      306606301
3067,96,1,1,0.0,,1,7,      306709601
3068,68,1,0,11.0,si,1,1,      306806801
3068,68,1,0,11.0,,2,2,      306806801
3079,78,1,1,0.0,,1,1,      307907801
3086,150,1,2,0.0,,1,1,      308615001
3093,85,1,0,6.0,,1,1,      309308501
3095,38,1,0,8.0,,1,1,      309503801
3097,53,1,1,0.0,,1,7,      309705301
3097,101,1,0,10.0,no,1,2,      309710101
3106,139,1,0,7.0,no,1,1,      310613901
3111,6,1,1,0.0,,1,1,      311100601
3112,110,1,1,0.0,no,1,1,      311211001
3114,54,1,0,6.0,,1,1,      311405401
3116,151,1,0,8.0,no,1,2,      311615101
3122,115,1,2,10.0,,1,5,      312211501
3127,100,1,0,7.0,no,1,1,      312710001
3128,13,1,1,0.0,,1,1,      312801301
3131,94,1,1,0.0,,1,1,      313109401
3134,69,1,0,8.0,,1,8,      313406901
3135,38,1,0,8.0,,1,1,      313503801
3139,42,1,2,5.0,,1,8,      313904201
3139,106,1,0,6.0,no,1,4,      313910601
3140,44,1,0,4.0,,1,1,      314004401
3141,56,1,1,2.0,,1,1,      314105601
3141,60,1,0,4.0,,1,10,      314106001
3141,74,1,0,6.0,,1,1,      314107401
3142,45,1,2,0.0,si,1,1,      314204501
3142,45,1,0,3.0,,2,2,      314204501
3143,72,1,0,4.0,,1,1,      314307201
3155,116,1,1,0.0,,1,1,      315511601
3156,66,1,1,0.0,,1,6,      315606601
3157,36,1,0,11.0,,1,4,      315703601
3157,54,1,0,7.0,,1,1,      315705401
3167,12,1,2,2.0,no,1,1,      316701201
3167,51,1,1,0.0,,1,6,      316705101
3167,52,1,1,6.0,,1,5,      316705201
3169,108,1,2,7.0,,1,1,      316910801
3169,111,1,0,3.0,,1,1,      316911101
3169,112,1,2,0.0,,1,1,      316911201
3169,115,1,2,6.0,,1,1,      316911501
3170,14,1,1,1.0,,1,1,      317001401
3172,31,1,1,8.0,,1,1,      317203101
3174,36,1,1,7.0,,1,1,      317403601
